21;0.8;0.7;2540;84
21;0.8;0.8;2413;79
21;0.8;0.9;2242;83
21;0.9;0.1;2280;79
21;0.9;0.2;2254;78
21;0.9;0.3;2641;75
21;0.9;0.4;2341;86
21;0.9;0.5;2113;73
21;0.9;0.6;2179;83
21;0.9;0.7;2311;82
21;0.9;0.8;2179;80
21;0.9;0.9;2079;89
31;0.1;0.1;3025;81
31;0.1;0.2;2382;81
31;0.1;0.3;2418;98
31;0.1;0.4;2687;99
31;0.1;0.5;2011;99
31;0.1;0.6;2256;100
31;0.1;0.7;1741;100
31;0.1;0.8;2076;100
31;0.1;0.9;1711;100
31;0.2;0.1;2772;93
31;0.2;0.2;2821;100
31;0.2;0.3;2116;100
31;0.2;0.4;2061;100
31;0.2;0.5;1889;100
31;0.2;0.6;1773;100
31;0.2;0.7;1904;100
31;0.2;0.8;1690;100
31;0.2;0.9;1455;100
31;0.3;0.1;2999;97
31;0.3;0.2;2683;99
31;0.3;0.3;2490;96
31;0.3;0.4;2676;96
31;0.3;0.5;2377;98
31;0.3;0.6;2130;97
31;0.3;0.7;2022;96
31;0.3;0.8;1795;97
31;0.3;0.9;2064;98
31;0.4;0.1;3066;86
31;0.4;0.2;3315;93
31;0.4;0.3;2690;94
31;0.4;0.4;2195;90
31;0.4;0.5;2871;96
31;0.4;0.6;2248;94
31;0.4;0.7;2272;94
31;0.4;0.8;2707;96
31;0.4;0.9;2316;87
31;0.5;0.1;3331;89
31;0.5;0.2;3193;86
31;0.5;0.3;3696;87
31;0.5;0.4;3201;85
31;0.5;0.5;2863;94
31;0.5;0.6;2879;91
31;0.5;0.7;2761;95
31;0.5;0.8;2840;94
31;0.5;0.9;2925;96
31;0.6;0.1;3398;85
31;0.6;0.2;3144;83
31;0.6;0.3;3249;89
31;0.6;0.4;2884;88
31;0.6;0.5;3335;85
31;0.6;0.6;3273;91
31;0.6;0.7;3005;87
31;0.6;0.8;2587;93
31;0.6;0.9;2685;87
31;0.7;0.1;3436;78
31;0.7;0.2;3329;90
31;0.7;0.3;3389;87
31;0.7;0.4;2713;83
31;0.7;0.5;3021;93
31;0.7;0.6;3163;86
31;0.7;0.7;3181;90
31;0.7;0.8;2986;93
31;0.7;0.9;2780;93
31;0.8;0.1;3343;86
31;0.8;0.2;3327;86
31;0.8;0.3;3127;81
31;0.8;0.4;3771;89
31;0.8;0.5;3553;88
31;0.8;0.6;3097;87
31;0.8;0.7;2723;88
31;0.8;0.8;3190;91
31;0.8;0.9;3192;92
31;0.9;0.1;3889;81
31;0.9;0.2;3127;86
31;0.9;0.3;3035;80
31;0.9;0.4;2519;84
31;0.9;0.5;3126;89
31;0.9;0.6;3123;86
31;0.9;0.7;2919;91
31;0.9;0.8;3189;82
31;0.9;0.9;3104;87
41;0.1;0.1;3696;87
41;0.1;0.2;3440;95
41;0.1;0.3;3127;98
41;0.1;0.4;2851;100
41;0.1;0.5;2229;100
41;0.1;0.6;2308;100
41;0.1;0.7;2170;100
41;0.1;0.8;1871;99
41;0.1;0.9;2169;100
41;0.2;0.1;3777;98
41;0.2;0.2;2975;99
41;0.2;0.3;3028;99
41;0.2;0.4;3166;99
41;0.2;0.5;2531;99
41;0.2;0.6;2320;98
41;0.2;0.7;2160;100
41;0.2;0.8;2210;99
41;0.2;0.9;2473;99
41;0.3;0.1;3300;98
41;0.3;0.2;3532;94
41;0.3;0.3;3611;95
41;0.3;0.4;3022;93
41;0.3;0.5;3294;97
41;0.3;0.6;3249;98
41;0.3;0.7;3075;94
41;0.3;0.8;3135;96
41;0.3;0.9;2500;99
41;0.4;0.1;4312;84
41;0.4;0.2;4202;91
41;0.4;0.3;3732;82
41;0.4;0.4;3880;95
41;0.4;0.5;3374;89
41;0.4;0.6;3422;93
41;0.4;0.7;3570;95
41;0.4;0.8;3634;97
41;0.4;0.9;3463;96
41;0.5;0.1;4229;86
41;0.5;0.2;3881;90
41;0.5;0.3;3450;92
41;0.5;0.4;4434;89
41;0.5;0.5;3895;86
41;0.5;0.6;3926;96
41;0.5;0.7;3670;94
41;0.5;0.8;3681;94
41;0.5;0.9;3873;94
41;0.6;0.1;4336;85
41;0.6;0.2;3945;84
41;0.6;0.3;3995;86
41;0.6;0.4;4453;93
41;0.6;0.5;3720;89
41;0.6;0.6;3560;90
41;0.6;0.7;4150;91
41;0.6;0.8;4084;89
41;0.6;0.9;4154;94
41;0.7;0.1;4495;89
41;0.7;0.2;4338;90
41;0.7;0.3;3883;82
41;0.7;0.4;4089;89
41;0.7;0.5;4228;94
41;0.7;0.6;3974;93
41;0.7;0.7;4105;92
41;0.7;0.8;3715;94
41;0.7;0.9;3991;93
41;0.8;0.1;3907;90
41;0.8;0.2;4305;90
41;0.8;0.3;3807;90
41;0.8;0.4;4082;89
41;0.8;0.5;3364;94
41;0.8;0.6;4693;90
41;0.8;0.7;3134;92
41;0.8;0.8;3535;85
41;0.8;0.9;3724;95
41;0.9;0.1;4158;87
41;0.9;0.2;4236;91
41;0.9;0.3;3782;94
41;0.9;0.4;4152;88
41;0.9;0.5;4053;92
41;0.9;0.6;4082;94
41;0.9;0.7;4139;94
41;0.9;0.8;3908;94
41;0.9;0.9;3906;96
51;0.1;0.1;4176;89
51;0.1;0.2;3320;98
51;0.1;0.3;3424;98
51;0.1;0.4;3438;99
51;0.1;0.5;3055;100
51;0.1;0.6;2719;100
51;0.1;0.7;2837;99
51;0.1;0.8;2453;100
51;0.1;0.9;2437;100
51;0.2;0.1;4890;97
51;0.2;0.2;3561;100
51;0.2;0.3;4055;97
51;0.2;0.4;3387;99
51;0.2;0.5;3317;99
51;0.2;0.6;3290;98
51;0.2;0.7;3253;99
51;0.2;0.8;3378;98
51;0.2;0.9;3154;97
51;0.3;0.1;4779;97
51;0.3;0.2;4706;96
51;0.3;0.3;4132;90
51;0.3;0.4;3873;98
51;0.3;0.5;4437;100
51;0.3;0.6;3415;97
51;0.3;0.7;4587;98
51;0.3;0.8;3246;97
51;0.3;0.9;4104;97
51;0.4;0.1;5269;89
51;0.4;0.2;5394;92
51;0.4;0.3;4017;92
51;0.4;0.4;4113;92
51;0.4;0.5;4016;95
51;0.4;0.6;4841;92
51;0.4;0.7;4046;98
51;0.4;0.8;3366;99
51;0.4;0.9;4142;97
51;0.5;0.1;4981;91
51;0.5;0.2;5028;88
51;0.5;0.3;5537;88
51;0.5;0.4;6530;90
51;0.5;0.5;4804;91
51;0.5;0.6;4498;93
51;0.5;0.7;4322;96
51;0.5;0.8;4265;97
51;0.5;0.9;4886;95
51;0.6;0.1;4748;85
51;0.6;0.2;4188;87
51;0.6;0.3;5316;84
51;0.6;0.4;4995;97
51;0.6;0.5;4312;91
51;0.6;0.6;4287;95
51;0.6;0.7;5196;88
51;0.6;0.8;4138;91
51;0.6;0.9;3991;100
51;0.7;0.1;5378;89
51;0.7;0.2;5685;90
51;0.7;0.3;4911;93
51;0.7;0.4;4280;93
51;0.7;0.5;3803;92
51;0.7;0.6;4525;92
51;0.7;0.7;4462;95
51;0.7;0.8;4607;93
51;0.7;0.9;3482;93
51;0.8;0.1;4875;90
51;0.8;0.2;5325;90
51;0.8;0.3;4566;92
51;0.8;0.4;4402;92
51;0.8;0.5;4499;96
51;0.8;0.6;4302;91
51;0.8;0.7;3997;92
51;0.8;0.8;4645;96
51;0.8;0.9;3854;94
51;0.9;0.1;4615;95
51;0.9;0.2;4390;94
51;0.9;0.3;3541;92
51;0.9;0.4;4951;97
51;0.9;0.5;3744;95
51;0.9;0.6;4223;93
51;0.9;0.7;3838;97
51;0.9;0.8;4011;97
51;0.9;0.9;3913;96
