1;0.1;0.1;257;1
1;0.1;0.2;0;0
1;0.1;0.3;67;1
1;0.1;0.4;171;1
1;0.1;0.5;123;1
1;0.1;0.6;0;0
1;0.1;0.7;229;1
1;0.1;0.8;75;1
1;0.1;0.9;134;2
1;0.2;0.1;208;2
1;0.2;0.2;121;5
1;0.2;0.3;204;1
1;0.2;0.4;14;1
1;0.2;0.5;150;1
1;0.2;0.6;109;1
1;0.2;0.7;160;5
1;0.2;0.8;198;3
1;0.2;0.9;270;1
1;0.3;0.1;52;1
1;0.3;0.2;190;2
1;0.3;0.3;10;1
1;0.3;0.4;148;3
1;0.3;0.5;55;1
1;0.3;0.6;65;2
1;0.3;0.7;164;2
1;0.3;0.8;64;2
1;0.3;0.9;216;3
1;0.4;0.1;191;2
1;0.4;0.2;125;3
1;0.4;0.3;106;3
1;0.4;0.4;122;6
1;0.4;0.5;136;3
1;0.4;0.6;112;3
1;0.4;0.7;152;3
1;0.4;0.8;203;2
1;0.4;0.9;149;3
1;0.5;0.1;150;3
1;0.5;0.2;11;2
1;0.5;0.3;155;1
1;0.5;0.4;294;1
1;0.5;0.5;161;4
1;0.5;0.6;0;0
1;0.5;0.7;166;1
1;0.5;0.8;160;2
1;0.5;0.9;151;2
1;0.6;0.1;173;2
1;0.6;0.2;219;1
1;0.6;0.3;149;5
1;0.6;0.4;0;0
1;0.6;0.5;85;6
1;0.6;0.6;203;4
1;0.6;0.7;139;4
1;0.6;0.8;144;2
1;0.6;0.9;152;10
1;0.7;0.1;150;6
1;0.7;0.2;0;0
1;0.7;0.3;209;3
1;0.7;0.4;138;6
1;0.7;0.5;131;6
1;0.7;0.6;177;3
1;0.7;0.7;55;3
1;0.7;0.8;124;7
1;0.7;0.9;139;7
1;0.8;0.1;137;5
1;0.8;0.2;131;5
1;0.8;0.3;188;5
1;0.8;0.4;241;4
1;0.8;0.5;119;2
1;0.8;0.6;104;3
1;0.8;0.7;28;2
1;0.8;0.8;138;3
1;0.8;0.9;196;6
1;0.9;0.1;200;4
1;0.9;0.2;199;7
1;0.9;0.3;140;7
1;0.9;0.4;139;5
1;0.9;0.5;130;6
1;0.9;0.6;42;2
1;0.9;0.7;138;9
1;0.9;0.8;136;9
1;0.9;0.9;127;10
11;0.1;0.1;1155;50
11;0.1;0.2;1357;55
11;0.1;0.3;1113;64
11;0.1;0.4;1162;80
11;0.1;0.5;1258;82
11;0.1;0.6;1270;78
11;0.1;0.7;1373;80
11;0.1;0.8;1078;82
11;0.1;0.9;1068;80
11;0.2;0.1;1455;63
11;0.2;0.2;1237;84
11;0.2;0.3;984;91
11;0.2;0.4;1153;88
11;0.2;0.5;1115;92
11;0.2;0.6;1020;95
11;0.2;0.7;934;99
11;0.2;0.8;1094;100
11;0.2;0.9;833;99
11;0.3;0.1;1337;78
11;0.3;0.2;1221;96
11;0.3;0.3;973;91
11;0.3;0.4;950;97
11;0.3;0.5;998;96
11;0.3;0.6;993;98
11;0.3;0.7;836;99
11;0.3;0.8;901;98
11;0.3;0.9;855;98
11;0.4;0.1;1160;78
11;0.4;0.2;1177;86
11;0.4;0.3;1124;96
11;0.4;0.4;933;95
11;0.4;0.5;1127;99
11;0.4;0.6;883;98
11;0.4;0.7;947;97
11;0.4;0.8;855;97
11;0.4;0.9;857;100
11;0.5;0.1;1385;84
11;0.5;0.2;1068;84
11;0.5;0.3;1149;94
11;0.5;0.4;931;86
11;0.5;0.5;1129;94
11;0.5;0.6;988;94
11;0.5;0.7;1097;92
11;0.5;0.8;885;93
11;0.5;0.9;982;98
11;0.6;0.1;1370;70
11;0.6;0.2;1251;81
11;0.6;0.3;1282;76
11;0.6;0.4;1317;88
11;0.6;0.5;1316;82
11;0.6;0.6;1298;80
11;0.6;0.7;1122;89
11;0.6;0.8;992;86
11;0.6;0.9;999;84
11;0.7;0.1;1231;71
11;0.7;0.2;1170;68
11;0.7;0.3;1094;83
11;0.7;0.4;1328;80
11;0.7;0.5;1369;77
11;0.7;0.6;1296;81
11;0.7;0.7;1129;80
11;0.7;0.8;1069;86
11;0.7;0.9;1075;79
11;0.8;0.1;1391;65
11;0.8;0.2;1347;75
11;0.8;0.3;1287;66
11;0.8;0.4;1182;74
11;0.8;0.5;1267;71
11;0.8;0.6;1264;76
11;0.8;0.7;1316;76
11;0.8;0.8;1346;77
11;0.8;0.9;1084;81
11;0.9;0.1;1463;75
11;0.9;0.2;1290;78
11;0.9;0.3;1323;70
11;0.9;0.4;1171;66
11;0.9;0.5;1424;60
11;0.9;0.6;1058;60
11;0.9;0.7;1205;68
11;0.9;0.8;1119;75
11;0.9;0.9;1184;75
21;0.1;0.1;1914;61
21;0.1;0.2;1885;78
21;0.1;0.3;1821;81
21;0.1;0.4;1815;91
21;0.1;0.5;1710;93
21;0.1;0.6;1581;94
21;0.1;0.7;1590;97
21;0.1;0.8;1518;97
21;0.1;0.9;1760;99
21;0.2;0.1;2410;83
21;0.2;0.2;2131;93
21;0.2;0.3;1609;95
21;0.2;0.4;1308;99
21;0.2;0.5;1505;100
21;0.2;0.6;1274;99
21;0.2;0.7;1267;100
21;0.2;0.8;1239;100
21;0.2;0.9;1221;100
21;0.3;0.1;2144;94
21;0.3;0.2;1941;97
21;0.3;0.3;1564;99
21;0.3;0.4;1583;100
21;0.3;0.5;1307;99
21;0.3;0.6;1283;99
21;0.3;0.7;1215;97
21;0.3;0.8;1236;99
21;0.3;0.9;1355;100
21;0.4;0.1;2235;87
21;0.4;0.2;2122;96
21;0.4;0.3;2087;96
21;0.4;0.4;1692;93
21;0.4;0.5;2130;98
21;0.4;0.6;1571;96
21;0.4;0.7;1523;92
21;0.4;0.8;1457;98
21;0.4;0.9;1996;97
21;0.5;0.1;2071;82
21;0.5;0.2;2228;83
21;0.5;0.3;2341;84
21;0.5;0.4;2123;88
21;0.5;0.5;1905;87
21;0.5;0.6;1846;92
21;0.5;0.7;1957;94
21;0.5;0.8;1933;90
21;0.5;0.9;2127;96
21;0.6;0.1;2344;83
21;0.6;0.2;2535;84
21;0.6;0.3;2003;85
21;0.6;0.4;2408;92
21;0.6;0.5;2046;84
21;0.6;0.6;2266;91
21;0.6;0.7;2267;91
21;0.6;0.8;2231;87
21;0.6;0.9;2027;90
21;0.7;0.1;2627;81
21;0.7;0.2;2358;86
21;0.7;0.3;2153;80
21;0.7;0.4;2216;85
21;0.7;0.5;2340;89
21;0.7;0.6;2330;86
21;0.7;0.7;2223;89
21;0.7;0.8;2102;87
21;0.7;0.9;1804;91
21;0.8;0.1;2550;80
21;0.8;0.2;2199;77
21;0.8;0.3;1965;83
21;0.8;0.4;2252;79
21;0.8;0.5;2641;86
21;0.8;0.6;2434;86
